Genomic Peptides,Substituted Peptides
3.056202937,
4.816221169,
5.90525665,
0,
3.13620037,
3.929515124,
0,
4.937859526,
4.836435575,
6.174290742,
0,
3.700134003,
5.115965576,
3.695399275,
0,
5.09680397,
4.917856435,
5.112439182,
4.023931897,
0,
5.751093987,
0,
4.389270001,
0,
4.988504845,
3.908134708,
4.392051943,
5.317391212,
6.352296024,
3.874849276,
0,
0,
4.26246146,
3.633739452,
3.983136155,
0,
3.358555559,
4.34539169,
3.006001976,
4.478512747,
3.799479433,
5.149080224,
3.874476831,
4.854259148,
0,
0,
3.821685902,
4.446856511,
6.030968246,
4.676366104,
5.128860597,
4.599573259,
0,
5.134567281,
0,
4.140969589,
4.809582836,
4.03678491,
0,
0,
4.19547857,
0,
4.642237243,
5.791150942,
5.800068366,
5.303894099,
5.036559395,
4.380624304,
6.475249251,
5.582820306,
6.259168276,
4.724133398,
0,
3.550675629,
4.601649476,
0,
6.023090641,
6.827502046,
4.981586354,
3.852218667,
0,
4.725060291,
4.904596425,
4.081122108,
5.632176737,
0,
5.553116071,
4.088027377,
4.54372453,
3.210230475,
3.738463598,
5.469932821,
0,
5.400102262,
5.323594168,
3.705414995,
3.725583257,
5.331516747,
4.991375345,
4.726301873,
3.616486647,
4.716010175,
4.875242851,
4.596251282,
5.725405378,
4.382167956,
4.040840978,
0,
0,
6.049317058,
4.31942588,
3.788892466,
4.778382863,
5.573105336,
0,
2.627207064,
4.852828375,
5.083358999,
0,
5.626709496,
5.455079483,
5.784694331,
4.917512111,
0,
0,
4.26010477,
4.032612657,
5.420432776,
0,
5.370189861,
3.392668468,
4.077479209,
3.529301484,
5.127911173,
3.838247271,
6.0970188,
0,
4.603396223,
5.553197862,
3.32909794,
5.426108303,
4.040254251,
5.339689865,
5.403196528,
5.502708561,
3.067419045,
2.458010501,
5.788803396,
4.642675987,
5.214732109,
0,
5.045426113,
4.863923954,
5.118702085,
4.963166342,
5.277139332,
5.355779108,
5.496798599,
6.259042647,
4.759966688,
5.771590551,
4.200399985,
5.437787057,
4.276091738,
0,
5.705346383,
3.70405412,
4.888661119,
3.840656145,
3.770603067,
4.895224477,
4.991242189,
0,
4.740103575,
4.932788823,
4.87939161,
6.038560687,
5.328506209,
3.203104175,
4.769459627,
3.539624144,
5.147648491,
6.181001399,
3.52302994,
0,
5.356618615,
4.51522845,
5.031625598,
5.204763272,
5.385616645,
4.347250254,
4.818492771,
3.493893103,
5.514677016,
0,
4.412479162,
5.366283581,
3.469403125,
5.782974016,
5.128878159,
3.864237662,
5.10440971,
5.755766337,
4.367151104,
5.633170053,
4.576436309,
0,
6.159347074,
4.317606459,
0,
3.908586342,
5.414081905,
5.24003268,
5.574775986,
5.238619678,
0,
6.082014073,
5.319445489,
5.62370315,
4.174886072,
5.575670971,
0,
0,
0,
5.076492729,
4.455160735,
4.405503842,
4.435750078,
5.76220766,
5.155188589,
3.985551041,
4.067903367,
0,
4.898208464,
5.428430072,
4.127434931,
4.417930342,
4.10513261,
4.918687737,
4.186723454,
5.360046841,
5.237229294,
5.64794142,
0,
3.862274709,
5.457845977,
5.399758375,
0,
3.35426445,
5.215795092,
5.399858653,
4.508900119,
4.321551892,
0,
5.50257786,
5.805659932,
4.783188319,
4.622536266,
5.174799941,
4.500338717,
0,
0,
5.10518247,
5.178035069,
3.713940397,
4.170427801,
4.067699774,
5.099820687,
0,
5.379799679,
4.931278547,
4.864604492,
4.007942143,
5.292307519,
3.355194929,
0,
4.601107626,
0,
5.200568167,
5.520499322,
0,
5.542518298,
0,
3.856290267,
5.432396473,
0,
5.762688041,
4.417010415,
4.338914652,
0,
4.950153864,
0,
3.874524839,
4.184561407,
5.419689648,
5.54063783,
4.336985352,
5.434000886,
4.046768883,
5.730981432,
4.519821132,
6.095051524,
5.390045436,
5.962841917,
4.661914594,
5.211169337,
6.270842131,
4.879865356,
6.139945286,
5.310909669,
4.893312171,
3.708576572,
4.693482717,
3.509227396,
0,
4.959370916,
5.502217577,
3.80555047,
4.886436271,
4.958155053,
6.214436432,
5.051538005,
4.687250147,
5.048227917,
3.918519482,
5.328532456,
5.268503469,
5.405815872,
5.696420321,
5.666239282,
0,
4.201242226,
4.927774233,
0,
3.900126807,
3.790178724,
5.040112217,
3.769444459,
4.478779623,
0,
4.470630273,
5.541140708,
5.582454643,
0,
4.618742068,
4.796694747,
5.211586157,
5.133068955,
5.445462435,
4.59682771,
5.145685314,
5.5096595,
4.70104587,
4.802067851,
5.429217067,
5.104042927,
6.09544938,
4.344938748,
4.780851823,
5.559511396,
5.347472402,
0,
4.558626779,
5.081181938,
4.443196187,
3.930583062,
2.928176601,
5.058192525,
5.156633982,
4.987576376,
0,
3.419494623,
4.776363887,
4.414125145,
6.138343688,
5.365226204,
6.092910619,
5.26147927,
4.521693913,
4.79782156,
4.803041975,
0,
0,
5.524179547,
4.436781481,
4.473991903,
4.948403311,
0,
0,
4.127355385,
6.285322146,
5.510413387,
5.143765362,
0,
5.552983547,
0,
5.755145798,
5.167574373,
6.361175868,
5.710924245,
6.910209238,
5.229812372,
0,
4.819933665,
3.769986757,
4.073399751,
7.240592663,
3.891403413,
5.050824218,
5.860818412,
5.691556481,
4.677626991,
0,
7.32565159,
5.238740845,
4.856938316,
3.657074602,
5.40862748,
0,
5.497571087,
3.465458252,
5.388618596,
0,
0,
4.612346864,
0,
4.753809637,
3.382393148,
0,
6.336822054,
5.976440392,
5.810006295,
5.151531931,
5.091410511,
0,
6.050578499,
0,
5.914235008,
5.33048151,
4.296871935,
4.038196309,
5.265418919,
6.048807782,
1.924594552,
4.535810535,
4.641540519,
5.820014459,
5.453657644,
5.006470672,
4.333067146,
6.021617334,
4.988122945,
0,
5.527433744,
4.521720798,
4.732856407,
5.344529104,
6.015694574,
3.63227088,
5.72817186,
4.44204295,
5.467040314,
4.941524208,
5.362024085,
4.971924379,
5.773200047,
4.688575015,
3.504366728,
4.750165892,
4.251948004,
4.128395553,
5.535200444,
4.0483643,
0,
0,
0,
3.664990493,
4.849125337,
0,
4.758678052,
4.400879885,
0,
5.296551074,
4.554933536,
5.295229629,
4.866863464,
0,
4.350423271,
5.379056373,
6.099792198,
6.46458595,
6.412596161,
5.595399682,
3.846607379,
5.158352416,
5.561902439,
4.730670362,
4.15229966,
3.506281063,
5.048127133,
4.917139976,
5.098355006,
4.56656185,
5.075695545,
4.807031618,
0,
4.332566709,
0,
5.245104103,
3.858379391,
0,
4.605284107,
0,
5.443170106,
0,
5.132893601,
0,
5.496604683,
4.334949549,
5.845911286,
5.435185616,
5.25464972,
4.67138106,
4.950573942,
6.234531208,
5.544208585,
5.035426724,
5.119699597,
2.799795286,
4.498881655,
4.98357406,
5.669879913,
0,
3.977058489,
5.030583074,
6.060568716,
4.862907137,
5.35668953,
5.244772711,
7.18953188,
6.405293034,
4.542433053,
5.007198817,
4.849687758,
6.403131348,
6.096541445,
4.073003614,
4.393605383,
4.357354429,
3.852176308,
4.831911743,
4.830876747,
4.866450509,
5.220140308,
4.839705656,
5.709877136,
4.534548266,
5.659024158,
5.375781602,
0,
3.872758097,
5.046004568,
3.454517263,
5.617312292,
5.151998631,
0,
3.455973168,
5.258926404,
5.082921093,
5.7759129,
3.2693469,
4.808478039,
4.810053896,
6.660168762,
0,
5.142440196,
5.13851414,
0,
5.552669916,
5.339999961,
5.963635323,
4.599911813,
4.548103623,
5.276817757,
0,
5.911985859,
4.719201493,
5.873636369,
4.990096248,
5.423007632,
3.883775302,
4.784179861,
6.368679889,
4.617686027,
4.472945772,
5.15316967,
0,
5.871817843,
4.438145844,
4.184990565,
4.662490479,
5.258859482,
4.628093428,
5.923851083,
4.923306526,
5.453511234,
3.742316797,
4.569885818,
0,
5.893928727,
5.444358159,
5.643269641,
0,
4.893435436,
3.588967701,
0,
5.871684212,
3.889957132,
4.478241504,
4.33166244,
6.229021391,
3.112038307,
4.91883694,
4.305418443,
0,
4.920803618,
5.037549215,
5.635814531,
4.99232395,
3.795670533,
0,
4.229858211,
0,
5.716161863,
5.715100301,
4.818295573,
4.962726279,
5.423763079,
4.688912698,
4.324724943,
4.924474497,
4.179538521,
6.15236666,
5.353620999,
4.461069994,
3.818106809,
3.960326861,
4.582542971,
4.601322052,
6.374631364,
0,
3.496216626,
4.428652641,
4.601119704,
3.3807216,
6.037293253,
5.663444079,
0,
5.96684674,
5.49334042,
0,
2.996450376,
6.569931235,
5.644106532,
4.85264925,
4.376869588,
5.176298079,
5.444691284,
5.888604247,
5.21860154,
5.384340007,
4.259294523,
0,
5.691964762,
6.268188779,
5.622739369,
4.284298327,
5.867129724,
5.231004139,
5.630186586,
5.895014465,
4.310719029,
5.331747145,
4.469168198,
4.308384053,
5.195915364,
5.4096763,
4.505909465,
4.916259881,
4.517301805,
3.975579076,
4.234003546,
4.584272842,
5.34880952,
4.878662126,
3.854550818,
4.90192242,
4.901023559,
4.808269143,
3.209528687,
5.271517572,
5.096452356,
5.912260865,
5.31380892,
5.834951441,
4.320346888,
3.307081442,
6.170582964,
5.051475082,
3.643574361,
5.488886705,
4.805327514,
4.724616043,
3.5420213,
3.964863686,
3.970244847,
6.369095682,
3.908704309,
5.264736645,
0,
0,
4.829608766,
4.600020475,
5.290194714,
5.782227455,
6.47499087,
0,
4.773393209,
4.591832395,
5.540188198,
4.631774494,
0,
2.934416635,
4.977326954,
5.985588004,
5.159826012,
5.872495785,
5.683518211,
0,
0,
0,
4.136700595,
4.473224767,
3.053884407,
5.33297117,
5.783110053,
0,
0,
4.275155603,
5.109414419,
3.515437874,
4.240547501,
5.470866815,
0,
4.701063366,
5.497631834,
4.59152882,
5.400653868,
4.565519673,
2.483470328,
4.431673708,
3.734831901,
0,
5.114261313,
3.633071753,
5.76286817,
4.823378543,
5.730928812,
2.932538194,
5.96517594,
4.803641338,
3.324871543,
4.589223533,
5.033018406,
0,
0,
0,
0,
3.922490087,
4.895401604,
3.507323737,
3.423000633,
0,
5.851402583,
5.546534278,
4.654949543,
4.03916916,
4.822702881,
4.413007901,
5.624845521,
4.914290002,
0,
5.601719352,
3.69746535,
3.691228473,
5.628878454,
5.935195379,
0,
4.96225577,
5.24056938,
4.317425038,
4.091711721,
0,
5.885120251,
4.968716732,
5.395451865,
4.585675482,
0,
6.026447949,
5.923666431,
5.556864454,
5.812705202,
0,
0,
5.494237427,
4.717099255,
5.581750254,
6.211604214,
4.638668888,
4.37226984,
5.87373292,
4.180768036,
5.625221762,
4.813634061,
5.30481681,
4.628591826,
0,
5.483979916,
3.896550963,
4.194148104,
4.730350535,
4.844570567,
4.80063619,
4.8631394,
4.02817199,
4.851518401,
0,
5.335331239,
3.514648412,
3.449479633,
5.650169375,
5.397979272,
3.801390194,
4.252349418,
4.376982997,
3.581876303,
3.76313542,
4.634323023,
5.258703791,
5.189800582,
0,
0,
4.755586411,
5.194759689,
5.372910004,
5.398306421,
3.92456952,
5.969715714,
0,
4.570302914,
5.097347575,
0,
5.878754334,
6.144336426,
4.86844457,
5.798007587,
5.916062797,
0,
4.752594439,
5.099167933,
5.798123397,
5.711944052,
3.735238621,
0,
4.947277367,
5.068695395,
0,
4.738008167,
4.029023042,
4.46347356,
6.77919322,
3.30738285,
6.338886651,
0,
6.163352334,
4.778638415,
4.078573279,
5.999589696,
5.638479298,
6.117512315,
3.955534782,
5.017396032,
4.697566653,
4.267616031,
0,
4.290777621,
5.062125834,
4.894945533,
5.229427659,
5.001301063,
5.443807228,
5.059044427,
5.199336281,
5.410362752,
5.165241073,
4.811469134,
0,
3.315675681,
5.006052067,
4.761321462,
4.87234355,
4.713992715,
5.804761443,
0,
4.078476393,
3.972109256,
5.476194539,
5.441893095,
6.214257887,
4.090769154,
4.860200664,
3.67816397,
5.168814627,
6.157765118,
6.614575771,
3.867143502,
3.969865771,
0,
4.061686603,
3.710155883,
6.793662959,
4.273990221,
5.086325079,
5.462718855,
4.953904651,
0,
5.613178007,
0,
5.495996714,
4.822764511,
4.733485145,
4.783972368,
4.592757573,
6.075045264,
0,
4.539108532,
0,
6.97467352,
5.310238163,
4.922782613,
5.219746497,
5.03236456,
4.404317694,
3.965828881,
4.845949305,
5.39749519,
4.897981007,
5.602966632,
5.262438412,
3.927191578,
6.114905083,
6.48082596,
5.256542074,
4.242769249,
2.674605814,
4.908352566,
4.621147262,
0,
3.569860024,
5.24613154,
6.100459466,
5.777721948,
5.35497279,
4.896378924,
4.883697534,
5.954609626,
3.856346011,
0,
3.693601126,
4.361866939,
4.817207613,
5.298746219,
5.187429879,
4.607751899,
6.188185468,
3.857403486,
5.730568484,
0,
4.578375012,
5.207227372,
4.593145863,
4.743500295,
5.090282805,
0,
5.352337451,
0,
3.562474159,
5.494147917,
4.555993137,
5.432660019,
3.755126157,
5.908397953,
5.383960284,
4.548243195,
5.259155931,
5.905400503,
3.725454975,
0,
3.951797414,
5.685104888,
0,
3.372765864,
3.454909771,
4.765510988,
3.766297119,
4.881444592,
0,
5.284638157,
4.792933743,
4.294315145,
4.259379856,
4.752445127,
4.969087299,
5.624807891,
5.264342208,
0,
5.83813983,
4.807442396,
5.311937302,
4.702137953,
0,
5.019664942,
6.696359071,
6.485382775,
0,
4.091383997,
4.944128845,
4.325675416,
5.123606109,
5.603487268,
4.550685052,
5.871400063,
4.564571669,
5.90361737,
5.37482226,
5.31030028,
4.548385364,
5.735450444,
5.205308728,
3.668608226,
6.272577487,
0,
6.720204281,
5.072450855,
0,
5.563348639,
5.601993399,
4.300495159,
6.226252216,
3.609289122,
4.553731082,
4.297388171,
4.465510533,
0,
5.116899201,
5.851339438,
5.13754028,
5.127842828,
0,
5.617163971,
5.571423967,
5.493743216,
5.085347786,
5.491739842,
0,
0,
5.720557915,
5.227137281,
3.921014021,
5.086454164,
0,
0,
4.848068422,
4.709800104,
4.259949506,
5.113379372,
3.651520492,
5.60390234,
5.244655591,
6.656267184,
5.225922021,
4.429092944,
4.790865647,
5.943980258,
5.343591237,
3.807952886,
3.698721604,
5.061407879,
5.308247199,
5.387772584,
5.117040495,
5.287730119,
6.092247834,
4.076369626,
6.64738496,
4.62086081,
4.306912793,
0,
0,
4.98773693,
4.775827756,
5.076133556,
4.363730596,
4.986077482,
0,
4.54291173,
4.796086421,
5.869910477,
5.177522348,
4.033150909,
4.661472061,
4.380591662,
4.893164721,
4.621033388,
4.870719567,
0,
4.897754777,
4.825511728,
5.755795721,
4.916259062,
4.756839418,
4.805137006,
6.677073228,
6.178037853,
5.359544711,
5.625436913,
0,
0,
4.909315865,
4.910664711,
0,
4.884877238,
0,
0,
0,
5.262881895,
5.0986909,
5.845333814,
6.533353916,
6.213243066,
5.088390752,
4.679584669,
6.951125483,
4.787535977,
4.610715128,
4.512493297,
4.456777067,
4.582528536,
5.004619709,
5.251721288,
4.381218757,
5.350186385,
0,
5.598083971,
5.952965055,
5.978864149,
5.639765755,
4.308270872,
5.239313842,
5.044902124,
5.456674877,
4.827962913,
3.699001099,
3.622588039,
5.357941243,
4.220284256,
5.370623953,
2.887981685,
5.277578049,
2.999470272,
0,
4.909658969,
4.992808453,
3.749987237,
4.557749377,
4.64459093,
0,
0,
3.081863401,
4.144154187,
4.780199165,
6.578068647,
3.987933238,
5.003812672,
0,
4.339879641,
6.309057615,
4.572934884,
5.931005478,
4.114595207,
5.231649168,
4.519339761,
6.030672447,
5.447914766,
4.999072082,
4.848895057,
0,
5.891800181,
5.667969764,
5.180655652,
5.003447779,
0,
7.380837752,
6.113021533,
5.225651172,
5.387315731,
5.069855484,
5.149945335,
5.572244407,
4.725379018,
4.814136184,
5.014027402,
4.156830473,
4.29362672,
4.408604545,
5.972198759,
5.089951716,
5.341881212,
3.850311657,
3.641028979,
0,
5.602478569,
5.196742049,
4.704583776,
4.917500455,
4.33832786,
4.910953156,
6.174563664,
5.437796297,
0,
5.381158443,
5.673654558,
5.487558385,
0,
5.593836718,
4.778555868,
3.802464514,
4.886117105,
4.644621195,
6.812803821,
4.740441719,
0,
5.051494461,
5.035278201,
3.262163363,
5.129165084,
4.683822813,
5.013003355,
5.982153696,
6.712784447,
3.836401617,
6.535856167,
5.403836414,
0,
4.637046172,
4.233295087,
5.125279189,
4.779206208,
5.287370042,
0,
4.228394943,
0,
4.09060394,
0,
3.626662068,
4.147006438,
6.289059664,
4.548557906,
4.625358399,
3.758362018,
5.281876342,
6.951185858,
0,
4.262454317,
5.040333184,
0,
6.473138746,
4.39841046,
5.419617098,
5.921269645,
4.793352965,
4.335759014,
4.869907953,
5.959965017,
5.114132042,
6.758964018,
6.182758045,
5.028099478,
6.505746918,
5.626338822,
4.637700071,
4.504335959,
4.942925232,
3.366888757,
5.612171351,
0,
4.781484539,
5.482139901,
5.165920041,
6.462393548,
5.022593833,
5.44055987,
4.661159068,
4.831872896,
5.099047629,
4.21753053,
4.501571181,
5.435413594,
4.441405719,
5.534454652,
4.019831518,
5.904518715,
5.415888027,
3.836004481,
5.253447648,
4.27268462,
5.59546807,
3.891542698,
5.037894379,
5.3003463,
5.549602979,
4.535079933,
5.245107015,
3.525614124,
4.966127098,
4.55744482,
4.832678152,
4.534874412,
4.674910067,
5.311241499,
4.45778566,
4.18765254,
4.979338369,
0,
5.127765851,
3.636825472,
3.757138337,
4.587183345,
5.07183064,
5.940504905,
4.991166352,
0,
5.780799824,
5.098987199,
4.510826942,
5.499968033,
4.232095197,
5.285224368,
4.544903443,
5.568391448,
5.920321021,
5.476970216,
5.158143703,
5.451029452,
5.954266516,
3.414615743,
4.069694006,
5.811598449,
0,
5.926085573,
0,
4.800566252,
5.015634808,
6.377240902,
4.162033909,
4.989635528,
5.570266065,
5.570615715,
5.67877512,
5.99753185,
6.40744329,
0,
0,
0,
4.540199355,
5.323143616,
0,
4.795363651,
4.418017847,
4.289595841,
4.810573285,
5.708246327,
5.370808045,
4.924267363,
5.845943582,
3.87257946,
3.843335451,
4.550075871,
2.565524338,
5.944916966,
5.312206797,
6.341900804,
3.861303582,
5.051792259,
5.980623833,
6.030828419,
4.615316719,
3.729023621,
4.79738707,
5.566726881,
5.720140632,
4.470308374,
0,
3.976068674,
6.528442623,
4.959322052,
5.082691481,
4.998956036,
5.107872121,
4.783015364,
4.399863679,
5.123875605,
4.848547483,
0,
5.191136736,
5.901725242,
5.484080788,
4.755617144,
3.839089586,
4.355426883,
4.305158044,
4.996123304,
5.148878628,
3.560063924,
0,
4.886048591,
5.136682731,
5.329237553,
4.973218302,
4.59048481,
3.511375006,
4.762261891,
5.419676559,
5.655533765,
5.806947295,
3.452003835,
5.379994113,
5.755827792,
4.641143227,
5.510071168,
5.720504738,
0,
0,
5.019384498,
5.173972149,
4.508340352,
6.709877063,
4.796643378,
3.182020698,
6.264127834,
4.460425873,
5.340057579,
0,
0,
4.350318702,
4.296831546,
5.556366518,
5.768481685,
5.806210083,
4.515569307,
1.413467413,
4.196653287,
0,
0,
4.841199541,
0,
4.874663801,
0,
0,
5.426259262,
3.799380323,
4.72352279,
3.680574899,
4.273811153,
0,
4.852387391,
0,
4.496482662,
0,
0,
4.480261175,
5.054016202,
3.795744913,
5.720319937,
4.947101992,
5.505617185,
4.876150121,
0,
5.560505961,
5.284774604,
5.360933263,
0,
4.899037657,
4.988151439,
3.644669561,
4.366947268,
5.481286521,
5.015120836,
4.729192038,
6.023986308,
6.573595015,
3.122080161,
5.88772481,
5.061039138,
5.245866205,
4.702664803,
4.36954536,
4.869087762,
5.163868594,
5.339961983,
5.617482429,
3.500504463,
6.142916974,
5.115140174,
6.369945738,
6.012703182,
4.865411764,
0,
0,
5.946389635,
6.43928056,
0,
6.037216866,
5.014451231,
6.20975046,
5.404769602,
0,
4.116226772,
4.715026177,
6.373364143,
4.655599647,
3.346090166,
4.812005314,
5.701119469,
5.413798475,
4.323795897,
3.930963694,
4.649631704,
4.057556033,
5.612169869,
6.981074712,
6.474407975,
5.373801083,
6.735190852,
3.879245304,
4.997912829,
5.278607539,
5.999670329,
4.90994036,
4.767762356,
0,
5.679759932,
5.144353898,
4.432901449,
4.80153354,
4.715845691,
3.967351704,
5.60339627,
0,
4.801856252,
0,
3.953300517,
4.037646379,
5.224922844,
6.240350427,
0,
5.028647126,
5.152799859,
6.098713054,
0,
4.768293785,
3.307439982,
3.651739788,
5.844142694,
4.347011878,
5.510265526,
3.534179352,
6.477679171,
5.012291079,
4.235878915,
5.151563048,
0,
5.349731277,
0,
0,
4.538886461,
4.025197811,
5.513857469,
6.04709025,
0,
0,
0,
4.903139277,
4.955903911,
0,
4.859836877,
3.755773813,
4.265753427,
4.431354451,
5.335064832,
0,
0,
0,
5.053074677,
4.569571205,
4.791693434,
5.637365145,
5.30658273,
5.227924512,
0,
5.674880595,
4.25302897,
5.77536723,
5.889382754,
5.510283111,
5.876353084,
0,
5.497281592,
0,
4.67269965,
5.077418088,
0,
5.076298494,
0,
6.318083503,
5.483869531,
6.669846351,
5.432803509,
3.365072679,
5.332637929,
4.431414734,
5.428084962,
4.391287925,
4.627668385,
4.843728557,
5.042966512,
4.725609341,
5.505753878,
0,
5.821306384,
4.539339796,
3.501281011,
5.381223754,
0,
0,
5.110409528,
5.715149467,
4.939880309,
5.264483624,
3.85905149,
5.142786961,
4.843532743,
4.552518815,
5.590207888,
4.753629462,
4.641978904,
4.33469301,
4.99089892,
3.322391531,
5.381087068,
0,
4.624453335,
4.301691877,
5.347560113,
4.00666513,
6.03437804,
4.819371717,
0,
6.25679744,
5.199089176,
6.627351958,
0,
4.943074345,
4.870807358,
4.731607079,
5.175945743,
6.856664125,
5.37030978,
4.729436317,
3.827053261,
5.21292307,
4.665164018,
4.64133073,
5.980258735,
5.636396193,
5.356273258,
5.377357028,
5.004702951,
4.354336225,
4.561608472,
5.762408158,
4.003861811,
3.820135095,
4.991859533,
0,
4.577090237,
0,
5.286379489,
4.954532926,
4.684632101,
5.001213944,
4.857801384,
5.460456318,
5.69206785,
4.52451287,
3.542862882,
4.995417905,
4.475987948,
4.619802124,
0,
5.667127456,
6.182876041,
4.73907467,
4.768807879,
4.68013099,
5.135786731,
5.794206489,
4.45214212,
4.114970346,
4.736372372,
5.049551427,
4.301371434,
5.367954402,
4.675761849,
5.381561059,
5.039956201,
4.429340555,
4.550393757,
5.706266743,
5.345670087,
3.926533258,
3.855666318,
4.960754933,
4.585431163,
4.813079566,
4.446447627,
6.244688256,
4.555769596,
6.066528539,
0,
0,
6.04651696,
5.301749939,
4.907949719,
4.80543855,
4.895188058,
3.816978974,
5.50535764,
0,
0,
4.710440172,
0,
5.163663289,
4.998089464,
5.784276706,
6.84339906,
6.144495187,
6.602467891,
0,
5.151848049,
6.652343814,
5.704865959,
5.504581155,
5.395247475,
4.27114141,
5.365518953,
6.172312377,
5.457584735,
5.014942028,
4.105447812,
5.321366007,
5.137858173,
5.56720788,
4.717251864,
4.27959105,
5.446719442,
3.965900738,
5.237556717,
4.908502905,
3.635641653,
4.520117785,
5.829303674,
5.562186448,
3.430424835,
5.855595452,
6.721308577,
3.640443472,
5.885222424,
5.436901574,
5.007841384,
5.289754145,
5.762386908,
4.11796164,
3.617638516,
4.801460446,
4.925502067,
5.244372747,
0,
4.579737742,
0,
5.09868233,
4.643883451,
5.107461347,
3.670334281,
0,
5.505606183,
3.657675763,
3.930503868,
4.020725804,
4.065859694,
5.579305678,
5.209532306,
5.14006607,
3.783254653,
0,
0,
4.872697934,
5.249844911,
5.362085135,
0,
5.033351737,
0,
5.069053087,
3.920215891,
5.40582312,
5.907350685,
5.135788856,
5.234455744,
4.996270458,
6.712586714,
5.714293041,
5.086364145,
4.269760853,
5.404436463,
4.731619358,
7.134005544,
6.298108927,
0,
6.169719242,
4.2238581,
5.331938886,
4.349366087,
5.293204379,
0,
0,
4.000086633,
5.168178071,
4.863620931,
5.718205677,
4.893230877,
5.654344503,
5.20863645,
0,
4.713384796,
5.497252495,
5.34024665,
4.307617003,
3.779119732,
0,
5.046972575,
2.905235954,
5.428705346,
3.928552078,
3.871379503,
2.95817289,
5.329746711,
0,
5.399211038,
3.970323254,
2.053581626,
4.733344411,
4.850566321,
4.831633464,
6.000926921,
5.451919581,
4.328784308,
4.866943434,
3.985498596,
6.315843179,
3.370082097,
3.821156186,
6.048557385,
5.175591316,
3.352207031,
4.99821196,
3.706536262,
6.03543516,
4.633804419,
5.261279507,
4.469970593,
0,
3.861667905,
5.562259649,
5.461726479,
3.644734321,
5.429124562,
5.733297567,
0,
4.765010536,
6.592160731,
4.875778906,
5.326109848,
4.92001577,
3.240988811,
5.505093671,
3.658354402,
5.229054754,
5.637061607,
4.622529523,
3.092331429,
5.54184288,
5.705674381,
4.486649385,
0,
4.424266773,
6.475109435,
5.071456958,
5.553172837,
0,
5.190034329,
5.828838261,
5.286038998,
4.884644762,
5.560048938,
4.950932902,
5.548272392,
4.354398186,
0,
5.10247598,
4.288422506,
5.879515844,
5.048940598,
4.139801032,
0,
5.919940618,
5.064252473,
5.264968676,
5.84159195,
4.207191231,
3.361564473,
0,
4.710814529,
5.223370073,
4.905500859,
4.84758578,
0,
4.632549952,
6.245865408,
3.925781464,
3.17133351,
4.995346639,
6.001298246,
5.963972807,
5.976043924,
4.445638541,
5.013746036,
4.912051574,
5.242945959,
0,
3.518818234,
4.813327509,
4.668321346,
0,
5.057249693,
3.491059544,
0,
4.378353633,
5.020090261,
4.581372558,
3.491938642,
5.144556116,
4.8842455,
4.820074431,
0,
5.347010337,
5.209028949,
4.449768778,
5.20124957,
0,
0,
5.983887823,
5.212594159,
6.078972144,
5.376390356,
0,
3.470923725,
5.673920264,
3.924061438,
4.783667539,
4.406488914,
5.07949094,
4.791756006,
3.607169582,
4.850651748,
4.168476122,
3.023372646,
5.664282904,
4.444531464,
5.968099779,
4.178816746,
0,
4.936029298,
5.194010629,
4.596936614,
6.895717628,
5.504189012,
4.506892748,
5.663135384,
4.877884012,
3.768945993,
4.450542728,
5.391523119,
0,
5.652477046,
0,
5.398143034,
4.851099472,
5.328832037,
5.310770854,
5.680615376,
0,
6.408503555,
6.193075902,
4.678752125,
7.26940883,
5.044205421,
5.471120488,
5.474713873,
0,
4.833747948,
0,
4.641285538,
5.77514617,
5.650395238,
5.024268676,
4.841479792,
4.564883973,
3.899382377,
4.465610023,
5.719534419,
4.705486148,
5.920942657,
0,
4.732474788,
0,
5.679570211,
5.109118924,
4.183307804,
0,
0,
5.13969264,
4.913075661,
4.574876254,
6.559620933,
6.759710861,
0,
4.992136607,
6.651387349,
3.96290484,
6.113160312,
4.808452044,
4.250967502,
5.24059037,
4.584469882,
3.843974433,
5.156607205,
4.703945108,
5.630651029,
4.04764894,
4.433279028,
6.012976489,
5.51838723,
5.533098186,
5.020905678,
6.107211484,
0,
6.393004732,
4.707339607,
4.449728583,
5.063648714,
4.906922316,
3.153969354,
3.269498701,
5.136518272,
5.443099866,
0,
4.835561164,
4.625712949,
5.965343318,
3.025009133,
5.647413637,
4.343543903,
5.55445181,
4.85496306,
4.509492059,
0,
5.237739863,
5.193505032,
5.944809713,
4.678718445,
4.564248,
5.276059123,
4.563356463,
6.992595974,
0,
4.690555244,
2.545112816,
5.75925305,
5.077447934,
6.103617695,
4.31428746,
5.844337376,
5.869518235,
4.392610437,
7.163586346,
3.778021449,
5.520527936,
4.657725046,
6.116165352,
5.436621352,
5.517080161,
4.58711636,
4.838097546,
4.819348894,
6.175533461,
3.996737342,
5.247935312,
6.680468159,
5.835636021,
0,
4.413923309,
4.733221307,
0,
6.220566883,
4.932286633,
5.907887886,
3.64021929,
0,
4.814731451,
0,
5.499731238,
0,
5.525149077,
5.527154183,
5.059485605,
0,
5.130318857,
6.537388083,
4.632815331,
5.19603866,
5.212924714,
4.429205985,
5.717294092,
0,
3.825040015,
3.953070264,
5.758191173,
4.283288335,
5.492261384,
4.938524088,
5.039710687,
5.663408408,
4.089869448,
5.388683742,
